Aa en Hunze;2.4;-;-;-;0
Aalburg;-;1.8;-;-;-
Aalsmeer;-;0;5.2;-;0
Aalten;-;0;-;5.2;0
Achtkarspelen;0;-;-;-;3.4
Alblasserdam;-;0;0;-;-
Albrandswaard;-;0;0;-;0
Alkmaar;0;-;0;0;0
Almelo;0;0;0;0;0
Almere;0;0;0.1;0;0
