Aa en Hunze;2.3;-;-;-;0
Aalburg;-;1.7;-;0;-
Aalsmeer;-;-;4.9;-;-
Aalten;-;-;-;5.9;0
Achtkarspelen;0.1;-;0;-;4
Alblasserdam;0;0;0;-;-
Albrandswaard;-;0;0;0;-
Alkmaar;-;-;0;-;0
Almelo;0;-;0;0;0
Almere;-;0;0.2;0;0
